118	200
118	190
73	224
71	243
61	255
57	269
194	410
200	378
218	282
219	264
217	244
217	228
217	213
212	195
213	183
213	175
211	167
287	287
278	256
260	230
470	463
265	174
480	398
475	369
344	237
316	200
304	187
294	174
286	169
626	416
594	390
551	354
514	319
470	294
468	276
443	268
430	259
412	243
412	230
393	226
383	212
374	201
359	196
344	182
325	166
616	351
584	323
522	282
502	272
477	253
461	242
446	231
436	220
416	214
407	199
394	193
380	181
364	170
622	290
526	255
493	238
477	229
461	208
441	200
416	185
405	174
392	167
452	184
506	223
587	239
609	220
561	192
