10	255
41	208
73	179
93	136
7	407
35	340
52	295
117	186
130	147
142	133
76	436
95	413
108	351
145	275
160	208
163	190
173	176
184	149
191	134
231	450
225	410
238	320
234	300
241	285
248	265
256	235
255	199
275	172
268	158
259	148
259	137
340	440
324	422
323	384
330	342
298	305
365	260
334	254
312	237
308	216
304	176
302	143
329	135
354	142
346	182
350	198
445	446
471	435
453	408
464	393
464	374
459	348
446	334
450	319
452	307
441	295
440	284
438	276
435	261
430	259
428	250
420	237
412	214
411	211
413	203
405	195
401	184
406	174
404	156
