233	274
249	276
256	264
281	281
314	310
312	330
286	340
338	329
444	460
212	358
184	413
176	436
590	407
550	383
504	359
480	345
465	337
443	327
420	315
399	303
382	294
372	287
361	281
352	276
332	269
320	263
313	258
304	253
578	374
557	365
504	340
484	327
467	321
452	313
435	306
417	298
390	285
376	274
354	268
347	264
336	258
327	254
613	374
584	358
532	337
506	321
414	283
428	294
375	271
365	260
355	257
344	252
378	263
401	263
409	273
419	277
430	279
446	285
466	290
482	298
504	308
546	319
588	330
