413	462
396	421
330	322
317	285
289	264
288	238
272	214
268	189
233	123
197	113
199	174
211	229
219	251
242	336
260	374
273	408
307	470
549	463
524	439
511	397
491	370
454	334
434	301
413	270
388	258
380	247
361	218
345	194
354	201
328	168
330	152
298	139
296	123
281	112
576	383
548	351
523	329
508	310
492	285
485	261
461	250
448	233
435	214
426	205
400	214
403	186
409	196
394	174
388	152
378	149
373	139
359	142
350	132
340	119
334	105
368	106
383	125
400	126
412	124
402	137
410	140
411	151
425	152
433	162
460	171
489	225
516	236
540	273
554	293
583	305
619	324
