251	411
189	344
162	320
134	291
124	277
104	285
338	453
259	380
228	351
199	328
184	305
136	269
290	368
179	291
526	412
483	398
459	378
413	353
360	327
345	319
332	311
316	307
306	296
297	294
280	289
277	282
269	279
264	277
260	274
252	271
247	267
239	264
236	261
229	257
568	412
472	368
451	352
417	339
376	318
370	313
354	307
345	302
336	296
326	292
320	290
314	287
305	285
299	282
291	278
289	275
285	274
281	273
272	269
266	265
262	263
258	260
253	256
249	256
600	402
505	349
459	336
448	331
433	325
417	319
394	310
378	303
373	298
360	294
348	289
332	286
323	279
315	276
305	270
296	266
288	263
278	260
273	255
265	249
405	294
370	284
358	279
353	277
346	272
323	267
311	261
300	259
294	255
286	253
