175	441
157	381
136	321
157	283
168	272
176	258
190	249
205	245
225	247
238	244
252	243
191	287
191	314
227	421
21	392
47	309
66	287
90	276
122	254
147	247
22	284
61	269
86	254
107	247
139	244
453	468
431	457
401	442
377	425
364	415
356	402
355	394
336	390
327	378
318	368
299	355
295	347
289	334
289	323
271	298
264	281
282	273
275	260
285	248
513	454
453	424
380	364
351	345
345	332
335	321
326	307
322	292
315	280
319	268
319	255
316	243
504	403
397	326
375	306
365	292
370	280
352	264
349	255
352	248
352	242
