103	326
47	345
11	269
93	402
171	439
255	432
509	389
534	368
576	357
599	395
598	458
573	292
525	280
492	314
514	326
446	320
448	281
486	269
447	255
412	316
401	338
377	243
334	243
336	220
337	277
322	301
293	287
268	237
294	221
298	204
282	192
261	197
226	209
194	209
159	219
212	251
236	265
134	206
176	198
202	186
230	176
205	169
180	160
162	151
142	145
123	134
179	177
156	169
145	163
100	140
65	131
134	187
120	175
108	164
97	156
85	158
75	153
65	145
52	142
36	134
131	211
108	197
88	182
68	173
57	169
49	163
45	155
34	156
24	151
18	146
