80	185
83	175
91	151
64	248
28	251
84	420
124	369
123	327
146	274
152	256
159	239
154	209
152	192
153	179
155	166
150	160
152	151
170	184
194	183
208	218
274	369
353	375
281	281
211	187
204	168
190	154
188	148
212	148
214	156
222	163
233	174
240	186
254	206
279	232
306	264
445	391
515	363
476	331
453	311
424	292
392	274
377	258
359	248
333	229
317	218
302	199
293	191
280	182
274	171
262	167
259	160
251	156
545	325
613	390
513	310
485	298
461	284
434	266
409	250
396	240
385	234
373	223
354	215
343	203
332	197
321	192
311	185
305	181
297	174
289	169
284	166
280	157
268	153
599	331
622	357
504	287
491	275
477	261
464	255
445	249
437	242
425	234
410	227
401	211
369	205
361	197
350	191
339	182
328	174
317	164
361	178
380	186
551	284
588	226
461	182
