529	316
463	287
403	252
387	240
368	228
347	219
322	203
315	192
305	184
285	179
275	170
450	251
537	357
439	298
385	263
348	237
307	211
290	198
276	190
267	180
504	394
466	357
426	325
384	301
349	269
336	259
319	238
300	234
286	228
278	219
272	211
257	193
247	183
233	179
227	170
409	405
295	298
273	271
243	242
224	221
198	187
189	173
331	402
185	215
281	440
246	378
198	322
186	290
176	254
148	218
150	201
144	188
83	349
109	329
96	310
108	283
102	272
124	263
110	243
115	227
114	212
113	199
115	184
