25	306
23	285
32	264
43	243
60	214
75	199
84	167
100	145
58	148
37	162
27	188
26	203
14	214
15	233
94	292
104	269
108	245
121	219
124	202
128	184
140	174
137	161
132	152
154	145
173	404
177	386
181	324
187	300
191	285
189	262
204	222
187	214
204	201
205	182
205	169
212	151
207	144
185	147
265	427
270	403
256	373
258	330
243	301
257	285
250	263
267	213
257	176
250	153
232	143
291	151
306	212
308	242
309	305
326	352
387	436
404	417
398	381
393	361
385	345
380	334
370	323
373	306
363	287
370	271
356	257
355	246
355	223
342	214
342	207
343	198
336	186
330	179
348	176
