542	318
466	246
467	226
436	390
440	351
440	323
436	273
451	257
424	219
407	206
369	179
338	451
359	370
378	330
383	303
380	269
383	255
381	239
380	222
370	213
358	199
357	190
349	186
340	178
324	172
252	457
278	413
285	390
304	357
315	321
321	297
323	276
325	257
333	247
336	232
333	219
328	209
323	199
312	191
311	182
309	172
295	172
294	165
289	158
276	158
231	155
186	224
147	283
131	305
95	347
49	374
19	353
63	313
92	285
124	247
159	208
160	173
138	156
138	195
114	182
115	208
80	223
85	242
70	263
9	319
11	190
32	163
8	156
