84	456
138	405
132	356
139	289
252	336
232	301
204	290
170	257
165	245
186	247
260	306
319	369
381	380
281	296
246	273
610	414
546	382
513	363
485	349
458	329
419	307
389	297
372	286
359	276
343	267
317	256
296	244
281	236
260	228
583	372
602	390
533	346
499	332
471	320
442	300
407	285
375	268
357	261
343	250
318	242
309	237
296	233
283	229
296	219
312	223
319	229
339	228
350	233
360	239
371	242
381	244
370	254
383	255
407	254
396	264
411	270
422	260
440	267
443	286
479	280
508	282
534	325
552	299
572	347
