106	263
64	281
100	418
131	397
145	339
153	318
161	300
165	283
160	269
167	252
167	243
163	234
164	221
189	248
204	263
209	278
241	338
242	252
232	235
219	222
196	223
205	235
544	454
553	406
569	345
622	452
434	360
390	321
374	323
336	295
312	275
288	261
283	254
273	243
260	235
250	227
242	220
430	333
390	304
380	290
348	278
332	272
324	260
314	254
301	248
294	244
285	238
281	234
273	229
267	223
490	343
472	324
466	305
432	306
390	284
401	277
364	274
355	264
321	245
314	240
316	229
291	230
285	222
421	247
