103	422
126	390
113	325
128	287
159	242
169	216
189	195
207	176
215	173
240	133
268	92
277	80
204	412
203	355
199	313
206	264
207	246
220	226
243	184
254	169
264	157
273	135
280	125
294	87
306	68
310	62
316	55
274	348
262	288
273	265
264	247
275	224
278	206
287	192
298	174
296	162
304	135
320	95
323	84
329	77
334	65
419	396
385	361
371	331
368	304
351	286
347	268
347	244
343	227
350	195
351	179
349	161
350	148
354	124
362	107
361	94
360	85
363	70
367	63
431	301
407	258
402	225
396	197
395	170
392	151
393	133
387	109
383	98
387	83
385	70
385	60
385	52
521	345
493	310
471	264
461	227
447	207
440	194
438	177
435	162
428	139
419	97
418	88
417	78
412	72
411	61
