261	470
258	418
310	414
349	445
241	365
213	375
163	365
165	336
117	290
125	276
112	265
139	285
105	306
117	321
15	365
10	440
571	454
456	400
422	384
390	368
362	356
343	342
319	329
302	321
290	315
278	307
270	303
264	300
254	297
241	292
230	284
226	283
218	279
213	274
213	272
196	266
185	260
180	258
171	257
537	391
482	392
464	381
448	371
428	365
442	346
404	336
370	337
359	328
349	325
340	317
357	297
309	304
296	302
288	297
283	293
272	288
259	284
246	279
239	273
233	271
225	269
218	263
214	260
207	258
316	294
302	290
291	286
287	279
271	279
262	269
251	266
241	261
234	260
226	255
220	253
595	340
561	336
530	331
491	321
445	315
416	307
400	303
386	298
330	281
325	279
312	276
299	273
287	267
279	262
256	258
239	253
