458	413
482	370
509	305
541	252
561	329
475	293
491	275
506	252
427	354
433	270
413	287
387	312
341	347
317	370
257	422
264	364
348	301
415	261
160	452
23	461
45	447
82	419
114	403
135	398
144	386
151	376
166	371
177	360
194	352
211	340
210	331
219	326
231	325
243	315
256	305
274	291
280	277
294	269
306	256
319	250
329	243
11	440
26	420
49	408
77	389
94	369
124	362
135	352
143	340
170	336
179	331
183	324
188	320
196	314
211	304
238	283
246	278
257	268
279	263
292	251
300	244
310	236
16	388
54	369
88	350
107	336
126	327
134	320
153	318
158	305
174	300
203	282
218	273
227	270
237	263
252	256
272	242
