265	426
295	382
399	240
428	238
417	246
411	264
402	276
339	395
415	352
438	271
454	245
115	460
181	408
186	384
219	365
248	340
285	303
310	285
334	264
344	253
357	242
325	242
302	255
279	278
246	304
168	360
108	407
12	426
26	407
58	385
84	369
101	357
116	342
133	331
159	321
170	311
176	303
187	298
197	294
204	287
214	281
220	273
235	270
241	263
247	258
257	249
268	235
8	381
39	363
69	348
84	337
94	332
71	320
110	323
122	315
134	302
109	299
131	290
148	299
140	283
154	272
160	291
176	285
186	276
164	269
178	262
181	258
192	251
204	245
199	269
207	264
212	261
241	243
246	233
218	239
207	265
215	259
