531	233
548	185
523	154
503	179
453	270
440	323
368	295
456	175
478	151
179	393
220	361
69	448
97	407
164	344
195	314
229	299
258	277
283	256
305	236
314	228
334	210
359	194
366	182
378	169
396	154
408	142
9	410
75	368
110	330
168	291
202	264
235	246
247	204
303	189
323	151
356	156
7	324
27	299
35	288
48	277
68	268
83	257
89	248
113	242
131	226
143	218
160	214
169	205
173	192
179	187
189	183
198	174
208	166
213	161
223	156
231	141
13	267
23	249
42	241
52	233
75	223
95	208
110	197
115	193
123	188
136	183
153	175
158	166
167	165
170	156
182	154
194	145
5	222
64	196
86	184
102	168
128	159
141	154
153	143
