523	409
533	381
566	246
546	236
529	288
510	299
497	327
486	351
476	373
368	448
401	393
470	304
488	282
498	261
502	246
510	237
440	260
421	285
391	302
324	357
304	397
245	421
339	322
367	293
386	270
413	258
66	431
107	405
163	367
200	338
223	319
238	307
253	295
265	288
271	283
285	274
298	266
307	259
311	254
316	244
327	242
335	237
345	232
359	224
14	420
80	383
124	359
152	339
169	318
199	310
209	302
226	289
245	282
258	273
274	258
283	251
292	244
307	237
328	225
288	232
304	223
273	239
259	245
240	255
227	271
163	301
129	326
53	352
