66	313
84	258
111	284
141	287
144	307
194	294
296	374
273	441
346	458
386	446
614	454
545	409
514	402
504	390
473	383
458	373
441	360
422	355
415	347
400	341
380	332
377	323
362	323
348	313
341	309
333	297
315	298
306	290
293	287
285	281
277	276
270	271
263	264
251	261
239	258
233	253
228	247
219	244
210	242
599	408
557	394
524	373
480	358
456	340
440	334
423	327
406	319
401	313
390	308
377	306
357	298
343	284
331	281
323	273
308	272
299	269
290	264
281	253
270	255
262	248
247	243
601	385
574	372
546	366
530	353
515	347
495	329
456	319
445	310
424	308
412	302
406	295
370	282
356	275
341	269
334	266
322	261
309	255
291	246
278	243
587	344
582	331
549	327
514	313
466	298
445	292
430	287
416	282
402	281
390	274
373	271
364	261
344	255
330	251
319	250
312	247
304	242
294	237
