277	354
325	317
236	291
241	231
220	207
194	179
118	194
117	213
108	232
110	267
112	305
84	344
546	413
530	394
496	376
469	362
448	344
431	329
414	315
385	307
379	294
373	281
356	267
336	260
325	250
309	233
285	214
280	198
262	194
255	186
233	171
614	402
595	390
574	379
545	360
532	346
510	333
488	326
467	314
456	300
441	292
422	263
396	268
386	256
372	246
354	240
341	224
325	217
318	209
608	345
559	336
536	314
474	283
445	233
401	237
398	217
370	217
339	198
327	192
317	176
608	242
572	233
534	225
511	216
406	171
390	164
433	177
498	195
555	205
