44	400
14	458
94	429
155	402
204	350
244	310
260	303
234	355
241	347
255	342
260	331
275	323
288	316
292	305
296	300
310	293
308	286
314	279
318	273
322	263
326	239
330	226
328	214
328	205
97	463
139	433
188	412
237	381
256	366
275	357
289	344
312	332
317	321
321	312
328	305
334	298
344	294
351	279
354	273
353	261
361	247
362	235
359	223
356	214
351	206
190	454
242	417
280	391
297	377
302	366
333	358
340	343
353	335
365	326
369	316
370	306
382	302
382	294
385	286
394	278
390	267
392	256
395	243
393	239
393	231
390	226
386	219
380	213
378	248
467	285
467	263
466	238
433	211
449	205
462	210
503	254
505	287
512	323
551	279
548	382
548	382
