416	442
488	339
531	244
549	219
558	211
551	199
537	456
546	292
585	271
594	234
598	219
595	197
396	361
437	313
446	290
473	267
477	245
493	234
507	213
519	198
150	463
274	362
314	324
362	281
391	252
414	240
422	221
441	213
446	204
455	198
474	192
120	448
132	424
191	383
216	357
252	315
298	291
323	267
351	242
377	231
388	217
401	202
420	196
430	191
290	255
312	237
352	219
357	205
366	195
68	370
128	331
158	303
196	280
234	255
253	238
270	225
277	215
290	206
302	194
317	189
11	358
84	318
105	300
140	283
169	264
189	250
207	236
229	228
237	216
247	205
254	199
277	190
246	189
219	200
194	216
171	225
155	237
137	249
117	260
104	269
52	302
