54	442
62	328
58	249
52	226
78	251
70	224
63	216
92	239
109	233
90	219
82	213
74	211
121	245
116	262
126	273
140	255
136	284
150	288
165	273
193	298
161	315
162	337
188	379
224	359
247	337
257	366
286	368
322	400
310	449
260	435
480	384
407	341
361	314
335	295
327	306
294	287
280	273
254	266
226	253
209	245
207	232
191	221
181	226
172	221
153	213
135	206
154	203
180	209
239	243
315	279
346	290
298	262
366	302
404	325
516	368
578	404
424	310
390	297
355	285
323	267
285	251
264	240
252	231
236	226
216	222
191	208
183	204
291	240
346	261
371	268
533	326
