163	247
166	239
165	226
167	214
158	282
148	339
133	361
115	405
86	462
108	257
120	221
179	222
198	222
198	213
205	209
222	255
247	262
226	313
268	321
301	313
343	355
256	384
480	263
456	255
330	213
552	446
565	383
602	383
556	343
503	331
483	333
482	360
506	354
414	349
386	332
347	303
314	278
301	269
289	260
284	253
274	249
262	240
257	235
248	225
235	213
238	221
412	324
381	302
344	286
320	264
310	256
302	252
284	243
277	232
265	224
270	230
259	218
254	211
421	304
403	293
392	281
376	278
365	271
344	264
338	255
323	246
308	243
306	237
293	231
287	227
283	225
277	220
275	213
298	222
416	284
440	295
