585	459
524	410
506	373
456	348
428	327
408	310
393	302
378	291
369	282
356	277
341	264
326	254
322	243
312	237
309	227
588	394
535	360
499	332
448	304
434	297
411	286
395	277
380	268
362	258
346	245
340	230
564	336
538	320
500	308
501	297
482	299
472	291
433	275
418	268
398	256
393	250
380	246
419	245
361	240
364	230
361	225
412	392
343	315
334	292
313	279
292	258
278	239
247	232
249	248
262	268
272	284
274	312
309	337
341	415
251	346
266	310
226	260
133	279
120	292
111	310
111	324
97	356
97	374
88	402
73	421
71	457
