415	462
371	389
344	420
302	365
278	350
246	342
249	318
223	294
202	295
210	268
142	308
113	366
130	390
611	437
534	399
512	389
493	377
474	367
453	357
440	352
420	344
416	336
402	329
390	324
368	310
342	300
319	286
306	281
277	264
252	252
590	406
560	386
570	390
532	373
509	365
490	355
471	346
452	339
425	322
403	313
374	298
343	284
332	281
298	262
282	258
579	374
538	357
502	342
446	319
422	308
389	294
362	282
353	274
318	265
308	258
288	249
616	327
567	318
521	311
475	302
433	291
414	284
402	279
384	273
365	270
352	264
338	260
325	256
306	249
