108	366
122	301
147	277
191	204
194	384
198	328
201	285
210	247
242	185
265	140
288	96
298	83
310	67
327	66
323	84
313	110
303	139
300	159
287	180
280	197
277	220
266	244
267	264
270	309
278	382
409	402
375	324
352	285
355	250
349	218
349	194
352	174
354	156
353	137
360	109
365	95
361	86
361	76
362	71
365	59
431	353
428	302
398	255
400	226
391	191
393	169
388	151
390	127
389	95
393	83
392	70
415	65
415	89
421	100
424	112
430	137
433	156
439	175
445	192
443	221
459	246
466	258
478	287
496	328
541	362
