452	439
510	318
521	300
544	250
564	298
532	369
544	391
390	430
402	386
428	368
462	354
479	293
296	407
357	341
394	314
410	295
427	278
445	265
465	251
424	258
385	283
356	291
270	384
333	293
367	264
32	464
71	440
127	400
190	362
214	336
238	325
253	313
263	299
285	285
298	276
314	265
319	260
325	254
341	247
346	242
32	416
141	351
167	340
191	323
215	308
229	288
251	287
256	278
272	273
281	265
286	264
297	252
305	248
316	242
19	389
72	367
103	349
136	325
189	298
206	292
231	272
247	264
268	252
281	244
297	238
