560	457
607	337
611	300
613	284
618	267
470	466
487	416
501	381
523	368
525	339
547	313
548	295
561	264
575	244
591	226
595	213
609	197
558	196
545	213
538	232
527	246
511	258
514	274
491	286
481	297
468	324
450	354
438	370
407	396
407	423
347	330
424	197
385	211
378	221
365	231
349	245
227	381
55	406
148	342
195	315
231	288
262	271
283	242
308	228
330	208
350	198
312	188
293	201
284	212
272	221
258	228
255	240
233	251
144	296
125	322
77	282
168	258
193	245
211	232
238	219
253	204
270	197
286	191
