118	172
112	195
119	203
115	278
50	454
179	256
256	248
291	290
574	428
548	407
522	388
481	371
470	347
458	334
426	331
414	319
396	305
390	293
378	293
375	275
357	270
342	263
335	253
327	245
317	239
307	226
286	222
276	204
262	195
250	183
241	177
233	166
619	406
573	383
555	362
517	340
490	326
469	308
446	298
433	290
415	281
405	271
395	262
386	253
382	250
361	234
349	227
333	222
323	214
310	203
293	189
283	176
265	171
254	163
605	353
592	344
555	326
528	309
507	300
478	281
459	268
438	253
413	250
403	240
370	219
340	198
310	182
294	167
626	327
554	295
519	277
419	226
432	233
495	207
529	210
401	166
