283	441
219	367
216	324
211	287
194	267
190	207
174	190
177	177
166	162
151	220
248	274
248	252
249	233
237	215
232	180
208	174
209	159
210	148
194	146
490	458
470	436
447	406
420	374
405	354
392	331
381	318
361	308
355	295
353	275
336	263
323	250
318	233
312	220
300	198
284	187
281	172
268	165
261	160
250	150
583	460
562	429
538	410
514	382
487	360
462	334
426	308
417	284
402	263
381	250
372	239
368	229
362	221
354	205
336	200
331	188
319	184
327	176
313	172
311	162
309	157
301	154
309	147
292	142
276	141
346	148
366	166
375	199
387	204
393	215
406	223
420	243
431	256
452	285
480	287
515	340
569	376
593	404
