295	368
233	254
233	238
250	241
266	263
271	253
289	260
305	283
322	299
363	333
399	374
507	374
584	455
563	398
521	348
542	353
582	339
623	401
621	431
442	347
416	326
388	312
364	291
352	283
338	272
330	266
314	253
306	240
294	236
465	334
433	316
420	306
394	289
379	283
365	271
356	264
349	261
345	257
332	249
318	235
339	240
363	242
543	350
501	330
495	323
470	315
470	296
447	290
447	306
424	294
410	279
391	271
377	260
362	254
355	250
349	248
396	263
460	260
448	246
499	263
162	242
159	260
155	272
125	277
212	239
209	285
204	297
201	315
201	334
189	358
168	415
