26	138
23	117
55	96
41	95
62	119
83	113
86	93
100	95
70	150
27	218
7	281
52	328
70	277
91	244
105	197
122	155
128	117
135	100
204	91
200	112
201	148
201	184
194	203
220	192
211	234
182	260
173	292
173	336
172	379
270	385
333	377
264	314
257	286
257	252
253	222
266	205
301	190
254	187
264	174
257	154
248	137
252	116
241	112
254	102
294	96
290	117
289	135
420	362
401	323
395	307
387	287
377	270
380	248
373	236
360	221
358	207
353	196
350	188
349	179
349	167
343	157
343	149
341	143
324	135
342	119
