71	358
104	286
117	265
105	247
123	229
111	213
115	187
275	433
212	318
161	224
150	193
144	178
307	370
238	282
198	237
423	430
272	271
241	233
225	211
214	190
184	188
549	411
530	390
505	380
468	363
451	348
435	334
427	324
410	317
395	303
391	292
372	286
359	284
355	272
344	258
325	251
309	235
301	227
277	211
256	192
239	176
584	388
532	352
501	337
479	323
446	301
426	279
403	267
357	242
332	223
298	188
266	171
619	368
569	318
487	289
468	281
441	268
402	240
352	205
324	197
323	169
387	215
416	232
480	261
564	277
617	246
573	227
546	230
532	193
441	193
428	181
